State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Premium Adult Individual Age 60 ,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
AK,2013,Aleutians East,Gold,Premera Blue Cross Blue Shield of Alaska,"$1,324.00","$1,500","$6,000"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,473.00","$4,500","$7,350"
AK,2013,Aleutians East,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$983.00,"$6,350","$8,400"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,469.00","$3,000","$6,600"
AK,2013,Aleutians East,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$961.00,"$5,800","$7,000"
AK,2016,Aleutians West,Gold,Premera Blue Cross Blue Shield of Alaska,"$1,324.00","$1,500","$6,000"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,473.00","$4,500","$7,350"
AK,2016,Aleutians West,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$983.00,"$6,350","$8,400"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,469.00","$3,000","$6,600"
AK,2016,Aleutians West,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$961.00,"$5,800","$7,000"
AK,2020,Anchorage,Gold,Premera Blue Cross Blue Shield of Alaska,"$1,259.00","$1,500","$6,000"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,401.00","$4,500","$7,350"
AK,2020,Anchorage,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$935.00,"$6,350","$8,400"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,397.00","$3,000","$6,600"
AK,2020,Anchorage,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$914.00,"$5,800","$7,000"
AK,2050,Bethel,Gold,Premera Blue Cross Blue Shield of Alaska,"$1,259.00","$1,500","$6,000"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,401.00","$4,500","$7,350"
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$935.00,"$6,350","$8,400"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,"$1,397.00","$3,000","$6,600"
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$914.00,"$5,800","$7,000"
