State Code,FIPS County Code,County Name,Metal Level,Issuer Name,Premium Adult Individual Age 21,Medical Deductible - Individual - Standard,Medical Maximum Out Of Pocket - Individual - Standard
AK,2013,Aleutians East,Gold,Premera Blue Cross Blue Shield of Alaska,$488.00,"$1,500","$6,000"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska,$543.00,"$4,500","$7,350"
AK,2013,Aleutians East,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$362.00,"$6,350","$8,400"
AK,2013,Aleutians East,Silver,Premera Blue Cross Blue Shield of Alaska,$541.00,"$3,000","$6,600"
AK,2013,Aleutians East,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$354.00,"$5,800","$7,000"
AK,2016,Aleutians West,Gold,Premera Blue Cross Blue Shield of Alaska,$488.00,"$1,500","$6,000"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska,$543.00,"$4,500","$7,350"
AK,2016,Aleutians West,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$362.00,"$6,350","$8,400"
AK,2016,Aleutians West,Silver,Premera Blue Cross Blue Shield of Alaska,$541.00,"$3,000","$6,600"
AK,2016,Aleutians West,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$354.00,"$5,800","$7,000"
AK,2020,Anchorage,Gold,Premera Blue Cross Blue Shield of Alaska,$464.00,"$1,500","$6,000"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska,$516.00,"$4,500","$7,350"
AK,2020,Anchorage,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$344.00,"$6,350","$8,400"
AK,2020,Anchorage,Silver,Premera Blue Cross Blue Shield of Alaska,$515.00,"$3,000","$6,600"
AK,2020,Anchorage,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$337.00,"$5,800","$7,000"
AK,2050,Bethel,Gold,Premera Blue Cross Blue Shield of Alaska,$464.00,"$1,500","$6,000"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,$516.00,"$4,500","$7,350"
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$344.00,"$6,350","$8,400"
AK,2050,Bethel,Silver,Premera Blue Cross Blue Shield of Alaska,$515.00,"$3,000","$6,600"
AK,2050,Bethel,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$337.00,"$5,800","$7,000"
AK,2060,Bristol Bay,Gold,Premera Blue Cross Blue Shield of Alaska,$488.00,"$1,500","$6,000"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska,$543.00,"$4,500","$7,350"
AK,2060,Bristol Bay,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$362.00,"$6,350","$8,400"
AK,2060,Bristol Bay,Silver,Premera Blue Cross Blue Shield of Alaska,$541.00,"$3,000","$6,600"
AK,2060,Bristol Bay,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$354.00,"$5,800","$7,000"
AK,2068,Denali,Gold,Premera Blue Cross Blue Shield of Alaska,$488.00,"$1,500","$6,000"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska,$543.00,"$4,500","$7,350"
AK,2068,Denali,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$362.00,"$6,350","$8,400"
AK,2068,Denali,Silver,Premera Blue Cross Blue Shield of Alaska,$541.00,"$3,000","$6,600"
AK,2068,Denali,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$354.00,"$5,800","$7,000"
AK,2070,Dillingham,Gold,Premera Blue Cross Blue Shield of Alaska,$464.00,"$1,500","$6,000"
AK,2070,Dillingham,Silver,Premera Blue Cross Blue Shield of Alaska,$516.00,"$4,500","$7,350"
AK,2070,Dillingham,Expanded Bronze,Premera Blue Cross Blue Shield of Alaska,$344.00,"$6,350","$8,400"
